,experiment,id_code,plate,sirna,well,well_type
90,HEPG2-02,HEPG2-02_1_F14,1,266,F14,
91,HEPG2-02,HEPG2-02_1_F16,1,177,F16,
92,HEPG2-02,HEPG2-02_1_F17,1,157,F17,
93,HEPG2-02,HEPG2-02_1_F18,1,450,F18,
94,HEPG2-02,HEPG2-02_1_F20,1,566,F20,
95,HEPG2-02,HEPG2-02_1_F21,1,831,F21,
96,HEPG2-02,HEPG2-02_1_F23,1,295,F23,
97,HEPG2-02,HEPG2-02_1_G02,1,1076,G02,
98,HEPG2-02,HEPG2-02_1_G03,1,276,G03,
99,HEPG2-02,HEPG2-02_1_G04,1,1025,G04,
100,HEPG2-02,HEPG2-02_1_G05,1,1042,G05,
101,HEPG2-02,HEPG2-02_1_G06,1,456,G06,
102,HEPG2-02,HEPG2-02_1_G07,1,147,G07,
103,HEPG2-02,HEPG2-02_1_G08,1,505,G08,
104,HEPG2-02,HEPG2-02_1_G09,1,786,G09,
105,HEPG2-02,HEPG2-02_1_G10,1,133,G10,
106,HEPG2-02,HEPG2-02_1_G11,1,1104,G11,
107,HEPG2-02,HEPG2-02_1_G12,1,239,G12,
108,HEPG2-02,HEPG2-02_1_G13,1,847,G13,
109,HEPG2-02,HEPG2-02_1_G14,1,471,G14,
110,HEPG2-02,HEPG2-02_1_G15,1,195,G15,
111,HEPG2-02,HEPG2-02_1_G16,1,1008,G16,
112,HEPG2-02,HEPG2-02_1_G17,1,3,G17,
113,HEPG2-02,HEPG2-02_1_G18,1,124,G18,
114,HEPG2-02,HEPG2-02_1_G19,1,981,G19,
115,HEPG2-02,HEPG2-02_1_G20,1,770,G20,
116,HEPG2-02,HEPG2-02_1_G21,1,853,G21,
117,HEPG2-02,HEPG2-02_1_G22,1,478,G22,
118,HEPG2-02,HEPG2-02_1_G23,1,112,G23,
119,HEPG2-02,HEPG2-02_1_H02,1,1023,H02,
120,HEPG2-02,HEPG2-02_1_H04,1,757,H04,
121,HEPG2-02,HEPG2-02_1_H05,1,411,H05,
122,HEPG2-02,HEPG2-02_1_H06,1,392,H06,
123,HEPG2-02,HEPG2-02_1_H08,1,576,H08,
124,HEPG2-02,HEPG2-02_1_H09,1,689,H09,
125,HEPG2-02,HEPG2-02_1_H10,1,6,H10,
126,HEPG2-02,HEPG2-02_1_H12,1,217,H12,
127,HEPG2-02,HEPG2-02_1_H13,1,70,H13,
128,HEPG2-02,HEPG2-02_1_H14,1,459,H14,
129,HEPG2-02,HEPG2-02_1_H16,1,442,H16,
130,HEPG2-02,HEPG2-02_1_H17,1,921,H17,
131,HEPG2-02,HEPG2-02_1_H18,1,607,H18,
132,HEPG2-02,HEPG2-02_1_H20,1,8,H20,
133,HEPG2-02,HEPG2-02_1_H21,1,703,H21,
134,HEPG2-02,HEPG2-02_1_H23,1,212,H23,
135,HEPG2-02,HEPG2-02_1_I02,1,982,I02,
136,HEPG2-02,HEPG2-02_1_I03,1,400,I03,
137,HEPG2-02,HEPG2-02_1_I04,1,162,I04,
138,HEPG2-02,HEPG2-02_1_I05,1,705,I05,
139,HEPG2-02,HEPG2-02_1_I06,1,221,I06,
140,HEPG2-02,HEPG2-02_1_I07,1,559,I07,
141,HEPG2-02,HEPG2-02_1_I08,1,890,I08,
142,HEPG2-02,HEPG2-02_1_I09,1,388,I09,
143,HEPG2-02,HEPG2-02_1_I10,1,764,I10,
144,HEPG2-02,HEPG2-02_1_I11,1,611,I11,
145,HEPG2-02,HEPG2-02_1_I12,1,845,I12,
146,HEPG2-02,HEPG2-02_1_I13,1,972,I13,
147,HEPG2-02,HEPG2-02_1_I14,1,26,I14,
148,HEPG2-02,HEPG2-02_1_I15,1,585,I15,
149,HEPG2-02,HEPG2-02_1_I16,1,341,I16,
150,HEPG2-02,HEPG2-02_1_I17,1,238,I17,
151,HEPG2-02,HEPG2-02_1_I18,1,258,I18,
152,HEPG2-02,HEPG2-02_1_I19,1,891,I19,
153,HEPG2-02,HEPG2-02_1_I20,1,806,I20,
154,HEPG2-02,HEPG2-02_1_I21,1,881,I21,
155,HEPG2-02,HEPG2-02_1_I22,1,339,I22,
156,HEPG2-02,HEPG2-02_1_I23,1,673,I23,
157,HEPG2-02,HEPG2-02_1_J02,1,870,J02,
158,HEPG2-02,HEPG2-02_1_J04,1,417,J04,
159,HEPG2-02,HEPG2-02_1_J05,1,825,J05,
160,HEPG2-02,HEPG2-02_1_J06,1,1,J06,
161,HEPG2-02,HEPG2-02_1_J08,1,105,J08,
162,HEPG2-02,HEPG2-02_1_J09,1,398,J09,
163,HEPG2-02,HEPG2-02_1_J10,1,582,J10,
164,HEPG2-02,HEPG2-02_1_J12,1,547,J12,
165,HEPG2-02,HEPG2-02_1_J13,1,572,J13,
166,HEPG2-02,HEPG2-02_1_J14,1,938,J14,
167,HEPG2-02,HEPG2-02_1_J16,1,987,J16,
168,HEPG2-02,HEPG2-02_1_J17,1,355,J17,
169,HEPG2-02,HEPG2-02_1_J18,1,277,J18,
170,HEPG2-02,HEPG2-02_1_J20,1,1089,J20,
171,HEPG2-02,HEPG2-02_1_J21,1,350,J21,
172,HEPG2-02,HEPG2-02_1_J23,1,1065,J23,
173,HEPG2-02,HEPG2-02_1_K02,1,532,K02,
174,HEPG2-02,HEPG2-02_1_K03,1,360,K03,
175,HEPG2-02,HEPG2-02_1_K04,1,647,K04,
176,HEPG2-02,HEPG2-02_1_K05,1,242,K05,
177,HEPG2-02,HEPG2-02_1_K06,1,324,K06,
178,HEPG2-02,HEPG2-02_1_K07,1,555,K07,
179,HEPG2-02,HEPG2-02_1_K08,1,538,K08,
180,HEPG2-02,HEPG2-02_1_K09,1,984,K09,
181,HEPG2-02,HEPG2-02_1_K10,1,840,K10,
182,HEPG2-02,HEPG2-02_1_K11,1,811,K11,
183,HEPG2-02,HEPG2-02_1_K12,1,1062,K12,
184,HEPG2-02,HEPG2-02_1_K13,1,883,K13,
185,HEPG2-02,HEPG2-02_1_K14,1,760,K14,
186,HEPG2-02,HEPG2-02_1_K15,1,700,K15,
187,HEPG2-02,HEPG2-02_1_K16,1,113,K16,
188,HEPG2-02,HEPG2-02_1_K17,1,1039,K17,
189,HEPG2-02,HEPG2-02_1_K18,1,793,K18,
190,HEPG2-02,HEPG2-02_1_K19,1,567,K19,
191,HEPG2-02,HEPG2-02_1_K20,1,391,K20,
192,HEPG2-02,HEPG2-02_1_K21,1,301,K21,
193,HEPG2-02,HEPG2-02_1_K22,1,1013,K22,
194,HEPG2-02,HEPG2-02_1_K23,1,1084,K23,
195,HEPG2-02,HEPG2-02_1_L02,1,745,L02,
196,HEPG2-02,HEPG2-02_1_L03,1,537,L03,
197,HEPG2-02,HEPG2-02_1_L04,1,253,L04,
198,HEPG2-02,HEPG2-02_1_L05,1,203,L05,
199,HEPG2-02,HEPG2-02_1_L06,1,604,L06,
200,HEPG2-02,HEPG2-02_1_L07,1,715,L07,
201,HEPG2-02,HEPG2-02_1_L08,1,762,L08,
202,HEPG2-02,HEPG2-02_1_L09,1,1028,L09,
203,HEPG2-02,HEPG2-02_1_L10,1,274,L10,
204,HEPG2-02,HEPG2-02_1_L11,1,482,L11,
205,HEPG2-02,HEPG2-02_1_L12,1,77,L12,
206,HEPG2-02,HEPG2-02_1_L13,1,379,L13,
207,HEPG2-02,HEPG2-02_1_L14,1,445,L14,
208,HEPG2-02,HEPG2-02_1_L15,1,5,L15,
209,HEPG2-02,HEPG2-02_1_L16,1,155,L16,
210,HEPG2-02,HEPG2-02_1_L17,1,33,L17,
211,HEPG2-02,HEPG2-02_1_L18,1,939,L18,
212,HEPG2-02,HEPG2-02_1_L19,1,541,L19,
213,HEPG2-02,HEPG2-02_1_L20,1,828,L20,
214,HEPG2-02,HEPG2-02_1_L21,1,397,L21,
215,HEPG2-02,HEPG2-02_1_L22,1,320,L22,
216,HEPG2-02,HEPG2-02_1_L23,1,784,L23,
217,HEPG2-02,HEPG2-02_1_M02,1,983,M02,
218,HEPG2-02,HEPG2-02_1_M04,1,290,M04,
219,HEPG2-02,HEPG2-02_1_M05,1,889,M05,
220,HEPG2-02,HEPG2-02_1_M06,1,618,M06,
221,HEPG2-02,HEPG2-02_1_M08,1,348,M08,
222,HEPG2-02,HEPG2-02_1_M09,1,624,M09,
223,HEPG2-02,HEPG2-02_1_M10,1,224,M10,
224,HEPG2-02,HEPG2-02_1_M12,1,312,M12,
225,HEPG2-02,HEPG2-02_1_M13,1,660,M13,
226,HEPG2-02,HEPG2-02_1_M14,1,742,M14,
227,HEPG2-02,HEPG2-02_1_M16,1,268,M16,
228,HEPG2-02,HEPG2-02_1_M17,1,56,M17,
229,HEPG2-02,HEPG2-02_1_M18,1,798,M18,
230,HEPG2-02,HEPG2-02_1_M20,1,581,M20,
231,HEPG2-02,HEPG2-02_1_M21,1,959,M21,
232,HEPG2-02,HEPG2-02_1_M23,1,894,M23,
233,HEPG2-02,HEPG2-02_1_N02,1,366,N02,
234,HEPG2-02,HEPG2-02_1_N03,1,74,N03,
235,HEPG2-02,HEPG2-02_1_N05,1,962,N05,
236,HEPG2-02,HEPG2-02_1_N06,1,557,N06,
237,HEPG2-02,HEPG2-02_1_N07,1,620,N07,
238,HEPG2-02,HEPG2-02_1_N08,1,877,N08,
239,HEPG2-02,HEPG2-02_1_N09,1,389,N09,
240,HEPG2-02,HEPG2-02_1_N10,1,254,N10,
241,HEPG2-02,HEPG2-02_1_N11,1,1015,N11,
242,HEPG2-02,HEPG2-02_1_N12,1,1100,N12,
243,HEPG2-02,HEPG2-02_1_N13,1,676,N13,
244,HEPG2-02,HEPG2-02_1_N14,1,281,N14,
245,HEPG2-02,HEPG2-02_1_N15,1,577,N15,
246,HEPG2-02,HEPG2-02_1_N16,1,945,N16,
247,HEPG2-02,HEPG2-02_1_N17,1,556,N17,
248,HEPG2-02,HEPG2-02_1_N18,1,791,N18,
249,HEPG2-02,HEPG2-02_1_N19,1,136,N19,
250,HEPG2-02,HEPG2-02_1_N20,1,613,N20,
251,HEPG2-02,HEPG2-02_1_N21,1,513,N21,
252,HEPG2-02,HEPG2-02_1_N22,1,626,N22,
253,HEPG2-02,HEPG2-02_1_N23,1,810,N23,
254,HEPG2-02,HEPG2-02_1_O02,1,750,O02,
255,HEPG2-02,HEPG2-02_1_O03,1,503,O03,
256,HEPG2-02,HEPG2-02_1_O04,1,399,O04,
257,HEPG2-02,HEPG2-02_1_O05,1,974,O05,
258,HEPG2-02,HEPG2-02_1_O06,1,188,O06,
259,HEPG2-02,HEPG2-02_1_O07,1,497,O07,
260,HEPG2-02,HEPG2-02_1_O08,1,868,O08,
261,HEPG2-02,HEPG2-02_1_O09,1,681,O09,
262,HEPG2-02,HEPG2-02_1_O10,1,653,O10,
263,HEPG2-02,HEPG2-02_1_O11,1,88,O11,
264,HEPG2-02,HEPG2-02_1_O12,1,506,O12,
265,HEPG2-02,HEPG2-02_1_O13,1,296,O13,
266,HEPG2-02,HEPG2-02_1_O14,1,704,O14,
267,HEPG2-02,HEPG2-02_1_O15,1,415,O15,
268,HEPG2-02,HEPG2-02_1_O16,1,743,O16,
269,HEPG2-02,HEPG2-02_1_O17,1,910,O17,
270,HEPG2-02,HEPG2-02_1_O18,1,372,O18,
271,HEPG2-02,HEPG2-02_1_O19,1,734,O19,
272,HEPG2-02,HEPG2-02_1_O20,1,309,O20,
273,HEPG2-02,HEPG2-02_1_O21,1,192,O21,
274,HEPG2-02,HEPG2-02_1_O22,1,838,O22,
275,HEPG2-02,HEPG2-02_1_O23,1,102,O23,
276,HEPG2-02,HEPG2-02_2_B03,2,600,B03,
277,HEPG2-02,HEPG2-02_2_B04,2,856,B04,
278,HEPG2-02,HEPG2-02_2_B05,2,1046,B05,
279,HEPG2-02,HEPG2-02_2_B06,2,1019,B06,
280,HEPG2-02,HEPG2-02_2_B07,2,384,B07,
281,HEPG2-02,HEPG2-02_2_B08,2,461,B08,
282,HEPG2-02,HEPG2-02_2_B09,2,225,B09,
283,HEPG2-02,HEPG2-02_2_B10,2,905,B10,
284,HEPG2-02,HEPG2-02_2_B11,2,991,B11,
285,HEPG2-02,HEPG2-02_2_B12,2,584,B12,
286,HEPG2-02,HEPG2-02_2_B13,2,25,B13,
287,HEPG2-02,HEPG2-02_2_B14,2,701,B14,
288,HEPG2-02,HEPG2-02_2_B15,2,783,B15,
289,HEPG2-02,HEPG2-02_2_B16,2,867,B16,
290,HEPG2-02,HEPG2-02_2_B17,2,517,B17,
291,HEPG2-02,HEPG2-02_2_B18,2,336,B18,
292,HEPG2-02,HEPG2-02_2_B19,2,952,B19,
293,HEPG2-02,HEPG2-02_2_B20,2,285,B20,
294,HEPG2-02,HEPG2-02_2_B21,2,72,B21,
295,HEPG2-02,HEPG2-02_2_B22,2,966,B22,
296,HEPG2-02,HEPG2-02_2_B23,2,330,B23,
297,HEPG2-02,HEPG2-02_2_C02,2,357,C02,
298,HEPG2-02,HEPG2-02_2_C04,2,697,C04,
299,HEPG2-02,HEPG2-02_2_C05,2,20,C05,
300,HEPG2-02,HEPG2-02_2_C06,2,1070,C06,
301,HEPG2-02,HEPG2-02_2_C08,2,228,C08,
302,HEPG2-02,HEPG2-02_2_C09,2,353,C09,
303,HEPG2-02,HEPG2-02_2_C10,2,837,C10,
304,HEPG2-02,HEPG2-02_2_C12,2,776,C12,
305,HEPG2-02,HEPG2-02_2_C13,2,421,C13,
306,HEPG2-02,HEPG2-02_2_C14,2,511,C14,
307,HEPG2-02,HEPG2-02_2_C16,2,327,C16,
308,HEPG2-02,HEPG2-02_2_C17,2,1044,C17,
309,HEPG2-02,HEPG2-02_2_C18,2,946,C18,
310,HEPG2-02,HEPG2-02_2_C20,2,801,C20,
311,HEPG2-02,HEPG2-02_2_C21,2,902,C21,
312,HEPG2-02,HEPG2-02_2_C23,2,466,C23,
313,HEPG2-02,HEPG2-02_2_D02,2,390,D02,
314,HEPG2-02,HEPG2-02_2_D03,2,857,D03,
315,HEPG2-02,HEPG2-02_2_D04,2,52,D04,
316,HEPG2-02,HEPG2-02_2_D05,2,736,D05,
317,HEPG2-02,HEPG2-02_2_D06,2,425,D06,
318,HEPG2-02,HEPG2-02_2_D07,2,149,D07,
319,HEPG2-02,HEPG2-02_2_D08,2,913,D08,
320,HEPG2-02,HEPG2-02_2_D09,2,22,D09,
321,HEPG2-02,HEPG2-02_2_D10,2,893,D10,
322,HEPG2-02,HEPG2-02_2_D11,2,542,D11,
323,HEPG2-02,HEPG2-02_2_D12,2,1033,D12,
324,HEPG2-02,HEPG2-02_2_D13,2,729,D13,
325,HEPG2-02,HEPG2-02_2_D14,2,429,D14,
326,HEPG2-02,HEPG2-02_2_D15,2,232,D15,
327,HEPG2-02,HEPG2-02_2_D16,2,849,D16,
328,HEPG2-02,HEPG2-02_2_D17,2,64,D17,
329,HEPG2-02,HEPG2-02_2_D18,2,409,D18,
330,HEPG2-02,HEPG2-02_2_D19,2,329,D19,
331,HEPG2-02,HEPG2-02_2_D20,2,923,D20,
332,HEPG2-02,HEPG2-02_2_D21,2,182,D21,
333,HEPG2-02,HEPG2-02_2_D22,2,781,D22,
334,HEPG2-02,HEPG2-02_2_D23,2,483,D23,
335,HEPG2-02,HEPG2-02_2_E02,2,284,E02,
336,HEPG2-02,HEPG2-02_2_E03,2,364,E03,
337,HEPG2-02,HEPG2-02_2_E04,2,721,E04,
338,HEPG2-02,HEPG2-02_2_E05,2,654,E05,
339,HEPG2-02,HEPG2-02_2_E06,2,804,E06,
340,HEPG2-02,HEPG2-02_2_E07,2,1077,E07,
341,HEPG2-02,HEPG2-02_2_E08,2,722,E08,
342,HEPG2-02,HEPG2-02_2_E09,2,502,E09,
343,HEPG2-02,HEPG2-02_2_E10,2,562,E10,
344,HEPG2-02,HEPG2-02_2_E11,2,917,E11,
345,HEPG2-02,HEPG2-02_2_E12,2,934,E12,
346,HEPG2-02,HEPG2-02_2_E13,2,1035,E13,
347,HEPG2-02,HEPG2-02_2_E14,2,27,E14,
348,HEPG2-02,HEPG2-02_2_E15,2,651,E15,
349,HEPG2-02,HEPG2-02_2_E16,2,118,E16,
350,HEPG2-02,HEPG2-02_2_E17,2,1058,E17,
351,HEPG2-02,HEPG2-02_2_E18,2,452,E18,
352,HEPG2-02,HEPG2-02_2_E19,2,189,E19,
353,HEPG2-02,HEPG2-02_2_E20,2,640,E20,
354,HEPG2-02,HEPG2-02_2_E21,2,1024,E21,
355,HEPG2-02,HEPG2-02_2_E22,2,130,E22,
356,HEPG2-02,HEPG2-02_2_E23,2,160,E23,
357,HEPG2-02,HEPG2-02_2_F02,2,75,F02,
358,HEPG2-02,HEPG2-02_2_F04,2,473,F04,
359,HEPG2-02,HEPG2-02_2_F05,2,11,F05,
360,HEPG2-02,HEPG2-02_2_F06,2,393,F06,
361,HEPG2-02,HEPG2-02_2_F08,2,650,F08,
362,HEPG2-02,HEPG2-02_2_F09,2,553,F09,
363,HEPG2-02,HEPG2-02_2_F10,2,597,F10,
364,HEPG2-02,HEPG2-02_2_F12,2,968,F12,
365,HEPG2-02,HEPG2-02_2_F13,2,830,F13,
366,HEPG2-02,HEPG2-02_2_F14,2,164,F14,
367,HEPG2-02,HEPG2-02_2_F16,2,196,F16,
368,HEPG2-02,HEPG2-02_2_F17,2,1080,F17,
369,HEPG2-02,HEPG2-02_2_F18,2,975,F18,
370,HEPG2-02,HEPG2-02_2_F20,2,529,F20,
371,HEPG2-02,HEPG2-02_2_F21,2,407,F21,
372,HEPG2-02,HEPG2-02_2_F23,2,956,F23,
373,HEPG2-02,HEPG2-02_2_G02,2,108,G02,
374,HEPG2-02,HEPG2-02_2_G03,2,735,G03,
375,HEPG2-02,HEPG2-02_2_G04,2,918,G04,
376,HEPG2-02,HEPG2-02_2_G05,2,507,G05,
377,HEPG2-02,HEPG2-02_2_G06,2,1016,G06,
378,HEPG2-02,HEPG2-02_2_G07,2,706,G07,
379,HEPG2-02,HEPG2-02_2_G08,2,1052,G08,
380,HEPG2-02,HEPG2-02_2_G09,2,731,G09,
381,HEPG2-02,HEPG2-02_2_G10,2,1088,G10,
382,HEPG2-02,HEPG2-02_2_G11,2,257,G11,
383,HEPG2-02,HEPG2-02_2_G12,2,1083,G12,
384,HEPG2-02,HEPG2-02_2_G13,2,60,G13,
385,HEPG2-02,HEPG2-02_2_G14,2,1078,G14,
386,HEPG2-02,HEPG2-02_2_G15,2,779,G15,
387,HEPG2-02,HEPG2-02_2_G16,2,132,G16,
388,HEPG2-02,HEPG2-02_2_G17,2,766,G17,
389,HEPG2-02,HEPG2-02_2_G18,2,41,G18,
390,HEPG2-02,HEPG2-02_2_G19,2,175,G19,
391,HEPG2-02,HEPG2-02_2_G20,2,1032,G20,
392,HEPG2-02,HEPG2-02_2_G21,2,146,G21,
393,HEPG2-02,HEPG2-02_2_G22,2,896,G22,
394,HEPG2-02,HEPG2-02_2_G23,2,78,G23,
395,HEPG2-02,HEPG2-02_2_H02,2,571,H02,
396,HEPG2-02,HEPG2-02_2_H04,2,333,H04,
397,HEPG2-02,HEPG2-02_2_H05,2,826,H05,
398,HEPG2-02,HEPG2-02_2_H06,2,787,H06,
399,HEPG2-02,HEPG2-02_2_H08,2,659,H08,
400,HEPG2-02,HEPG2-02_2_H09,2,299,H09,
401,HEPG2-02,HEPG2-02_2_H10,2,42,H10,
402,HEPG2-02,HEPG2-02_2_H12,2,1098,H12,
403,HEPG2-02,HEPG2-02_2_H13,2,717,H13,
404,HEPG2-02,HEPG2-02_2_H14,2,263,H14,
405,HEPG2-02,HEPG2-02_2_H16,2,988,H16,
406,HEPG2-02,HEPG2-02_2_H17,2,43,H17,
407,HEPG2-02,HEPG2-02_2_H18,2,761,H18,
408,HEPG2-02,HEPG2-02_2_H20,2,661,H20,
409,HEPG2-02,HEPG2-02_2_H21,2,539,H21,
410,HEPG2-02,HEPG2-02_2_H23,2,83,H23,
411,HEPG2-02,HEPG2-02_2_I02,2,927,I02,
412,HEPG2-02,HEPG2-02_2_I03,2,95,I03,
413,HEPG2-02,HEPG2-02_2_I04,2,454,I04,
414,HEPG2-02,HEPG2-02_2_I05,2,233,I05,
415,HEPG2-02,HEPG2-02_2_I06,2,457,I06,
416,HEPG2-02,HEPG2-02_2_I07,2,334,I07,
417,HEPG2-02,HEPG2-02_2_I08,2,206,I08,
418,HEPG2-02,HEPG2-02_2_I09,2,178,I09,
419,HEPG2-02,HEPG2-02_2_I10,2,492,I10,
420,HEPG2-02,HEPG2-02_2_I11,2,7,I11,
421,HEPG2-02,HEPG2-02_2_I12,2,315,I12,
422,HEPG2-02,HEPG2-02_2_I13,2,66,I13,
423,HEPG2-02,HEPG2-02_2_I14,2,642,I14,
424,HEPG2-02,HEPG2-02_2_I15,2,169,I15,
425,HEPG2-02,HEPG2-02_2_I16,2,521,I16,
426,HEPG2-02,HEPG2-02_2_I17,2,535,I17,
427,HEPG2-02,HEPG2-02_2_I18,2,662,I18,
428,HEPG2-02,HEPG2-02_2_I19,2,63,I19,
429,HEPG2-02,HEPG2-02_2_I20,2,790,I20,
430,HEPG2-02,HEPG2-02_2_I21,2,730,I21,
431,HEPG2-02,HEPG2-02_2_I22,2,683,I22,
432,HEPG2-02,HEPG2-02_2_I23,2,724,I23,
433,HEPG2-02,HEPG2-02_2_J02,2,754,J02,
434,HEPG2-02,HEPG2-02_2_J04,2,47,J04,
435,HEPG2-02,HEPG2-02_2_J05,2,813,J05,
436,HEPG2-02,HEPG2-02_2_J06,2,639,J06,
437,HEPG2-02,HEPG2-02_2_J08,2,381,J08,
438,HEPG2-02,HEPG2-02_2_J09,2,887,J09,
439,HEPG2-02,HEPG2-02_2_J10,2,1002,J10,
440,HEPG2-02,HEPG2-02_2_J12,2,117,J12,
441,HEPG2-02,HEPG2-02_2_J13,2,194,J13,
442,HEPG2-02,HEPG2-02_2_J14,2,101,J14,
443,HEPG2-02,HEPG2-02_2_J16,2,898,J16,
444,HEPG2-02,HEPG2-02_2_J17,2,1047,J17,
445,HEPG2-02,HEPG2-02_2_J18,2,269,J18,
446,HEPG2-02,HEPG2-02_2_J20,2,580,J20,
447,HEPG2-02,HEPG2-02_2_J21,2,303,J21,
