id,attribute_ids,fold
1064566646e00c3e,111 434 650 691 825 931,2
10645db40784f008,581 796 813 941,3
1064e2f969910edd,480 833 1092,3
10654a33f45ea1d3,345 915 1059,1
1066458a03e2306b,189 733 776 813 1046,9
106724ee0d32ffd3,99 784,7
106742b32cf1d094,348 745 1080,0
1067ade04b904fe4,485 813 949,1
1067b078ced21d1d,51 738 741,2
1067ff8364c025a4,189 597 835,3
106887047a084c8e,121 415 662 713,6
106a1554dd1f86c2,304 415,9
106a18ab95fb7790,147 283 513,4
106b1357e5ee8d8e,541 940 1072,4
106bd87f14a2b633,189 949,2
106be64b6b99665c,156 418 813,4
106c48fc5d81b828,189 763,9
106c6d9c186a3b45,147 283 583 721 1059,8
106d2309d5f5bb7c,188 1035,2
106d7ecf197d60c1,189 813 870 961 1046 1092,9
106e8109a080210b,554 612 671 780 369,3
106f78ec4b3a99e9,51 639 671 745 780 1092,7
106f814e5e75e001,13 405 903 1092,0
106f82c5df033be8,51 1062 1092,5
1070892fcb5a4a88,813 896,8
1072e1fc4511ee65,147 626,0
1072e294c63d72f,189 501 776 1046,3
1073bf212fd0f590,147 283 744 903 1092,1
10750f487462cb3f,13 552,9
107585c9a97ad9f1,194 1034,9
10769d444e5c1fda,147 283 744 813 896,5
1076fbeed28c448a,813,5
107730cac1f73e05,127 597,0
1077816007dca731,155 189 768,2
107859a3a0c8af54,304 903 1092,1
1078652b44c57ac8,156 758,9
107913f4da228989,194 492 498 813 1046,8
1079f1e9087407d5,51 501 670 744 903 910,1
107a470d72fdeb67,194 809 844,5
107a983aea8e482d,102 552 768,0
107aeac3c8c4b805,161 331 351 423,4
107b2d88d45d5e8b,156 796,0
107b59f0c6c1c031,335 813 901,0
107b83a0d70d1f76,156 418 542 731 796 940,2
107bec179f69a847,79 1039,3
107d63bbcc9e878b,79 1062,6
107dbb2762bf5b1,335 1059,4
107ea49bc5e84c1a,147 203 554 612,8
1080136056661d33,147 737 813 1093,0
1080d65daa637f,259 854 979,9
1081f7798f6de85f,147 742 1092,5
108314ec9c5eb35a,147 813 1097,7
10835cfcddef3db8,13 813,2
1083c782f3815c18,189 615 1059,1
1083f4a7090a9fb3,156 189 425 761 807 1064 1092,6
1085d894b25fed0c,121 1099,7
10865cc6255671a,13 1092,9
10874de00c4020b8,121 961 1092,5
1087549316e1473c,147 671 780 1034,6
10877325e4f7c4aa,13 446 480 483 1046,1
10880c537655e3f1,125 961 1092,6
108865aaab8c0b63,147 477 671 1046,6
108979416eb770da,147 616 1059 1092,8
10899e6204726b0a,337 766 1059,1
108b79e2c099966b,194 612 813,3
108d00a03e41839a,189 1034,2
108db74f6f6a1ba4,114 217 1061,3
108f24e4bb73518a,1059,8
108f332273288ec,189 734 813,3
108fb7a259fdcf84,194 690 1092,9
108fd352128d4440,194 477 1046,6
109124de4120f46b,189 1084,5
109174b4056a9a9f,111 671 744 950,7
1092d76599f29b85,698 971 973 998 1046,9
10933db83969cc33,189 541 543,3
109396d38c801dbb,896 1092,9
10953eff86938b43,79 420,0
1095e18da71d0e9,780 1019 369,1
1097f2babb418d0c,147 487 813 978 1005,5
10984ac8d2c0e354,70 418 543 579 1092 1099,4
109b3be3a04e99d6,545,2
109bca5e0c14e378,79 487 681,0
109d15ce81a1f198,282 489 1101,9
109faa6a01ab6556,79 492 780,3
109fd3225d347aa,737 738 1046,3
109fff4853e9c3a7,156 227 513 570 794 813 1092,3
10a07f974955e989,497 369,8
10a0ec4efede439f,111 988 1092,5
10a10a04372b7286,79 1099,8
10a16bb84cd85b4f,194 404 568 813 1092,6
10a1a0b30bac441b,13 405 896 1092,9
10a25f43862d77ea,188 428 597,2
10a39f5f44819cc6,304 718 813 896,2
10a43c7e5550dea3,51 339 758,0
10a44788830725d9,1059,6
10a46f916f50d674,156 485 554,9
10a4cf14858bf51a,13 501 519 1009 1041,4
10a5ff981c5f7834,189 813 949,4
10a60a0a7dd37d4a,189 445 813,7
10a6a71370173804,737 1046 1092,9
10a803ca68b282ae,147 786,8
10a8428234789f20,483 494 501 519,7
10a8456eec10d7e,189 378 671 1034,0
10a846b55339af9,156 485 603,2
10a84badb9dea3ff,308 612 671 858,6
10a867c49be92028,194 528,9
10a891d850b5ef09,147 671 768 780,5
10a894781c16b328,121 533,5
10a8b1fcc8f8c788,147 903 1092,4
10a8b2a6ecb9083d,147 538 620,9
10a8eb3921fe3d06,188 1035,5
10a8f09f29279295,359 464,1
10a9478373c442e2,13 552,8
10aa196520aa0cc,498 499,1
10ab00a597930469,51 515,6
10ad7538542018a3,483 494 501,2
10aec0fd87c3cf32,13 655 1092,3
10af2d223f122077,121 813 1093,9
10af3c12ac4e9efd,121 433,0
10af4b6e70560356,147 552 780,0
10af91e06b85d1b,51 668 975,7
10b00e03a18e7b8e,189 733 813 835 1092,9
10b0768c90b762be,302 718,4
10b09cb5ac5341b3,51 714,9
10b0a91dbf512208,13 617 698,4
10b0bc3e6d6ea7b7,147 813 896,1
10b118c5db6daac,720,9
10b13c427fee1c2f,189 716 813 1084,8
10b1c862212bc598,259 570 737 776 1046,2
10b256ca2206a828,13 776,0
10b27b334c8c6603,125 489 668,6
10b30d34f1186970,188 464,3
10b32e1e3231bd35,821 1092,4
10b457aa6a34e71e,156 541 813 1032 1092,6
10b461e598f1433e,79 1059,6
10b509bc34be6e3c,189 426 949,8
10b50a812fe473a2,647 671 738 1015 369,2
10b532aff170b3b2,121 480 813,9
10b56bfde7f3bccf,147 689 1092,3
10b57e6a57480cb2,188 464 507,6
10b5ef8e9556d784,51 492 698 916 1029 1092,6
10b6db98b4b04dfa,79 506 671 780,2
10b72245402fc099,121 432 724,8
10b7c56e2af323f8,282 487 718,0
10b7c69153c39023,121 734 1039,7
10b806643ff8bd68,304 744,9
10b9201896f26d4d,194 688 776 813 830,4
10ba23d6a51444d6,331 872,1
10ba350adbe4f9c4,147 510 813 1046,9
10ba3b84ca8d657,194 1098,5
10bacab36086b3a7,147 434 973 1046,2
10bb70af09de67f0,121 748 1035,5
10bbb78beee0ba07,51 492 813 1092,3
10bc4d8c7b004851,121 477 578 735 784 958,0
10bdaaf7eee7d98c,121 1059,0
10bdebf3df68d445,621 1092,4
10c043db8d9aed42,133 189 554 908,4
10c06c5214058138,313 884,2
10c1e18a654f7b61,542 796,5
10c22ed9f360802a,304 922,5
10c2e806c8afa3fc,147 1034,7
10c3ec3c60a472d,754,4
10c40e10713c5a03,121 1039,4
10c448a7398d8864,144 156 813 814 961 1097,4
10c4e51e911e4267,121 1059,2
10c5899973a8203e,14 1056,6
10c5b7c3f05e813d,189 335 602 744 746 772 940,3
10c65a2ad0981056,258 728 977,8
10c794395494a108,194 494 553 1046 1059 1083,6
10c79c480c233921,29 627 660 813 816 952 1092,9
10c7a143a6ad8f9d,51 519 734,0
10c7d98c4f76cec4,51 552,4
10c8731fcf7a00ce,135 554 612 671 369,3
10c8803614f9301,79 612 671,6
10c8a4a71a35d94a,147 671 768 780,9
10c9014312e69550,121 684 724,1
10caad3451987e5,189 378 418 753 1072,3
10cae95be1562716,156 418 424 813 835,1
10cc583e769f4bdb,121 962,1
10ccb3d736c8c029,194 813 1059,9
10ccf9c1e085a3e0,497 498 813 1099,9
10cd45f369ce8ba7,121 724 813 961,5
10ce3b88b97b6872,194 671 1099,2
10ce427d8c9575c4,13 405 840 896 1092,7
10d0648ca103ff8e,29 896 1092,9
10d06aa4044b1cd2,258 632 728 1059,7
10d0962cb50d5af7,259 410 418 813 1092,7
10d110e58843c7a9,51 339 738 1030,8
10d30133795332c0,304 487,0
10d30c0587d68dea,156 418 442 542 813,5
10d3446f5c785a3,180 750 1099,7
10d34493b796efa4,51 76 513 583,2
10d41631a66bb4f2,151 156 624 699 744 961 1072,1
10d432c377d2b132,13 480 483,9
10d46e578ebc16c5,147 813 952,4
10d4bba764c1e97b,147 671 780 1059,1
10d50ba4aa473d43,194 1062,9
10d58380bed88b15,13 405 896 1092,8
10d7ec63a417f39,147 283 663 781,0
10d815c00dc5b4be,99 464,3
10d90e980e8e7bbd,194 780 867,9
10d95b008ef31b7f,179 448,3
10d992b079bb058c,833,8
10da13f8c4815d32,51 809 1059,4
10da1b0fde5c8ee4,304 487,2
10da4fbca0fdfa85,147 813 971 1046 1092,1
10db4c7337052f3e,134 584 369,6
10dc738fbea869e2,189 1084,9
10de9b91be65e19a,29 383 554 744 813 903,7
10defe47fb2a4a80,180 1073,1
10df3af1b5309ac9,51 212 554 612,2
10e052f23f48d073,276 489,8
10e063c541fc0b66,955 962,4
10e1d261b7e5e88a,45 465 554,7
10e26f0f4e0815fe,51 541 813,2
10e372249527c239,438 369,7
10e383139726cd5a,189 738 902 1001,4
10e3f6b02163e303,189 252 671 813 1092,8
10e446a8cfcef8ae,79 615 1099,3
10e5f54745e092a7,121 415 1055,2
10e61c5f0287989b,156 418 813 835 949 1092,1
10e646f81d5affdb,231 615 813,9
10e71777c564084d,99 420 813 961,5
10e775dd6b22db10,99 489,6
10e8db299d411a66,194 669 1092,3
10e92104324f3615,107 189 721 835,8
10e940311ed654f6,13 519,6
10e9725d4e2cd9f7,51 212 714 974 1059 1092,8
10e98c09b0d19fdc,189 501 519 734 738,1
10e9e83c6c56dcaa,51 666,4
10ead8a498067966,13 671 1052,1
10eb71ce135652c9,70 744 813 993 994 1084,0
10ebedb1a4756622,51 896 1092,9
10ed4042b48a11e9,280 433,9
10ee645cbbe9dc9d,189 485 695,0
10ef3018c6eb59c4,99 718 1092,4
10ef89e8ff149ab2,552,7
10f03d6613ece62b,194 835 1092,3
10f0af79551b5cc4,813 896,2
10f0c9e35e7beabc,189 813,1
10f167022f30dfa1,180 639,5
10f2bd982510c777,1061,6
10f2faa0eb2b169a,189 348 492 690 1092,9
10f31be59a446685,147 655 670 813 1046 1092,1
10f411e87b7afc04,13 1056,1
10f4333ac0595947,813,5
10f45e413e7b7709,189 534 734 759 813,2
10f4a87b72bd65db,189 434 485,4
10f4bcba31d25569,135 1059 369,3
10f4f026276c6265,121 415,1
10f519faf2371ea6,79 586,4
10f56c4ce5c8d65b,156 541 813 833 1092,9
10f5ef58a3cff828,563 1061 369,2
10f66df84e5e4a04,156 824 908,4
10f7dbbc1c117e44,121 612,1
10f883a3b9b5e725,886 1014 1071 1092,5
10f8d6932cdda703,51 339 616 961,8
10f9463bb544bde2,147 744 813 903,8
10f9f6ea61c292ca,13 477 492 552 733 737,5
10fa300376628e1e,147 896 1092,0
10fa5ab07bf4141e,147 671 780 925,4
10fa67221f993839,1059,0
10faa9d4e7e14cb3,51 468,7
10fb08077706f5c3,13 405 896 1092,4
10fb4935546110fa,170 954,7
10fb81d56de0259,189 488 734 744 813 993,2
10fba831af307de5,189 615 744,9
10fbd53e248100b9,13 671 1092,3
10fc2f111037514b,44 161 584 616,5
10fc846d1d61a261,188 774,9
10fc9a11fd9e39e6,147 744 811 837 896,7
10fd0cfd734496e3,147 671 768,7
10fede70ff77e297,32 813 961,9
10ff6de57befb674,147 813 993 994,7
110045fa756d212d,188 1034,5
11015efe875204db,579 581 753 369,1
1101673c7726cf06,13 405 896 1092,8
110220451b7c0100,51 1092,1
11024e89336ef3ca,188 487,2
1103c185f14d21d8,70 501,4
11040f70b06711f2,121 962,1
11044b74267e29e9,188 584,3
1104e49090bbac4c,147 698 813 1092,0
110654a941e437b0,255 737 813,9
11070d8408ba6f02,147 671 744 950,2
1107213c7e63b1eb,188 647,9
11077a8b086212bb,348 612 671 780,0
11095c2720ef8e0d,1059 369,9
11098377fd13afb2,194 490,4
1109f4ddd841c62d,147 744 813 916,8
110a560ee9c540e9,147 813 833 1033 1092,9
110a7e9442f01c50,501 871 1040 1046,8
110aab7eb9a13a3,259 744 745 811,7
110b8e8c399c3194,188 428 1059,2
110bd778b4392a9d,51 477 612 671,5
110c4d9be8d4436f,436 369,8
110cb4b2222eace8,131 541 581,0
110d666309733bd4,79 671 1059,5
110f08390c860e1a,51 726 1020,9
110f113afcbd53e1,160 257 1061,5
110fb0b31f1d8c24,13 480 512 737,8
110fe08b1213baa5,13 872 896 1092,2
1110eaac77920ad6,354 754,7
1111e16384ce318d,111 737 776,3
111314432ecc85a5,506 950,1
111325f85ba8abd2,189 734 788,5
1113c72fe9b495c2,194 598 738 776 830 1046,4
1114801547ff8503,202 489 671,7
1114c5c9383fb97d,304 487,8
11150bbe63c7714a,189 485 999,5
1115a06dacfeff9a,180 835,0
1115a481d82334f1,194 420 492 704 1046 1059,3
11167fa073c71593,127 1034,1
1117f9f63117db86,29 813,7
11185f3e8e7ea2b9,147 434 519 538 590 813 1092,9
1118868c62b10bbb,99 513,5
1118ee3763597d0a,347 586 671,9
111980554af57649,51 519 733 813 1046 1092,8
111af15a8edde73f,147,1
111b5bd55f106cdd,188 813 1092 1099,2
111bd835f376c282,420 733 835,6
111cd9f9af1a8947,79 1099,3
111d1ce8c6087a4d,1039,1
111d2ddeef1dfe0b,813 1033,3
111d2e5c65f40ca4,189 485 983,2
111d651d78a03ec7,147 813 1092,9
111db8ed7f8eadc,189 768,5
111e645e0b4f2209,231 1039,1
11201ec4c649844c,13 405 903 1092,0
11204585ba96df63,189 494 733 813 923 1092,8
11206a675efe3cdd,189 780 1034,0
112099499fdf6b94,131 671 768,3
11215ee0e6fd1b18,480 483 737,3
11218861cf756990,127 477 538 655 835 1092,4
1122f6b53ef92637,147 663 813 1092,1
1123228e1449ab8d,189 1034,8
11232665d79d6fe3,615 1099,6
1126d2e7b72afe1a,189 485 603,3
1127248d80c0eee6,896 1092,0
1127ad478ae8a97b,51 560,1
112841833d8dad72,189 501 580 733,8
11286ddadefe0a7d,121 724 955,0
1128728be62db8a6,373 597,0
1128af03c96b86c4,147 543 753 813,2
112933a6c156195d,285 634,3
1129704e3cf1d375,1061 1099 369,5
112986494dda8a7a,33 582 962 1023,2
1129de51de66c8bf,147 430 501 738,1
112a21ef742ee38,79 461 477 639,3
112ade298c279b53,13 700 813 896,7
112b1f9a5a8a01a7,420,3
112b5c5e6cf98b3c,13 626,9
112b9f2463fe7839,121 1059,0
112be247c587dea7,559 744 813 896 903,7
112c84027cb62441,489,8
112cb71ab896fd3a,147 652 813,0
112cdf50039e3f35,189 477 521 666 724,3
112d0140a9c09b2c,189 485 607,8
112d7d29044d234f,51 690 813 1092,6
112d92e7710410ce,194 671 813 1046,1
112dfa1a8e34946e,828 931 1046,2
112e0a43c96623d5,51 1046,7
112f115154a0cf68,13 744 1046 1092,8
1130ad38861ceae1,259 813 827 1033 1046 1092,8
113159aeb2462e19,259 780 835 1049,2
1132639c44c23eb5,156 485 695,9
1132d332fedae532,189 813 949 1072 1092,7
1132ece7c83a0a60,58 764 813,1
11331165a893d57e,13 616,9
1134d79493e42a93,13 506,1
11351e9f8886a4df,156 833,7
1135274546847436,147 703 760 870,6
1135aafb174bd344,189 434 510 738,8
11366a6def148829,189 780 1034,5
1136d6d1398f6d1,280 738 1039,7
1137182fbf0cdc84,180 500 600 632 784,9
11375466bd42592f,79 532,9
1137881408c0ea38,194 612,4
11378b29222f87b0,25 161 529 1062,1
11378f2446b768fe,194 538 682 1092,6
1137f7fb8647d1f1,192 721,8
11388e7bd788927,147 671 1034,9
1138a7ecc2eb9718,13 445 475 813 896,2
1138d63b5df8f35e,189 671 780 1034,4
113937077e3c122,13 860,8
11395696d851e25f,13 552,2
1139b08ac4a3ce70,121 724 955,4
1139ea243c5e706e,733 737 813 1046,6
113a650ac7622d70,147 978,2
113a6ace6a88cf8,147 896 1092,7
113aa3b4fe2b2760,304 495 1084,6
113abe9eee6d391a,663,8
113bc70670479333,194 1034,6
113bf5f4890fb5c2,156 485 835,1
113c239f09bfa27f,51 813 1092,6
113c447333fb4ed5,147 738,2
113c5cb9f543ee9a,25 161 1038 1059 1092,4
113cbae2a7fec8a6,131 671 1034,5
113d55339092990f,354,0
113ddfb91aadbd9b,147 462 733 738 1084,6
113de9ecd2c376be,189 279 718 774 813,4
113e363684173dd5,194 597,4
113fb8795fe8febc,194 584,8
11403a49febce3e5,51 650 663 800 835,8
1140a2e6f87ba7,121 1039,1
1141592cf29518cf,189 501 619 850,2
1141c2ab961d0bbb,121 487,2
1141fea1203078f,156 813 903,2
11426e48eed942c9,477 738 784 962,1
1142eb92921d2aec,487 860,2
1142fbc2165d932d,79 671 780 1062,7
11441c4a345ac82d,51 747 813 1092,5
114434bc53368373,147 554 663 800,0
11452a202c3ebc93,121 786,2
1145baf31be67dcf,1089,8
1145fa12423fca5,494,7
11478c8c219e7c85,121 833,9
1147b86f64c41408,35 962,5
1147d6155099b7f8,58 650,8
1148bd0d9fbcadaa,29 766,2
1148f37f5e93d589,147 615,7
1149171a1f16e056,13 813 896,0
114a47c94bb27f92,51 747 813,9
114a82338ad6fbb9,121 703 724 875,9
114ae826a52b8069,121 612,9
114c0b4461518134,121 962,8
114cf11ced1fdce7,189 252 418 528,8
114d0758358511db,147 639 671 978,8
114d55e6e7e69909,147 1034,2
114ddb051f210525,156 477 485 708 788 870,7
114ea12190443b08,13 903 1092,8
114faef05d711c74,188 487,3
114fb8d604d9ed19,147 487 813 966 1097 1098,2
1150663eef40a25a,663 1071,1
1150c4a981b7736e,79 482,5
1151a2edac7e1b38,147 813 830 993,8
1151da2c06a8b2a1,121 738,1
1151e5f601da1f8b,156 554 764 910,8
115361c72ffca757,13 405 903 1092,2
1153e7edce47b7cc,13 698 866 1046 1092,3
115568690abe43b7,147 1092,5
1156363da91051a6,13 404 896 1092,9
11565ab944f12a2c,189 1072,8
115661ba6f349502,147 1092,4
11573e8869e0bac2,559,7
1157b305101ee822,121 433 607 1101,9
115836bfcaa5ff14,25 161 444 1059 1092,1
115882dbd7b993e2,194 671 1059,8
1158ca999f267834,78 835 1025 1034,4
11597cd1ef801340,121 1039,8
1159930df9d95be2,188 835,4
1159fef6de52b337,147 283 554 584,2
115a24d07e53976,41 552 671 768,9
115a3b3e9c2fa0da,156 949,0
115ac78efe353854,194 925,6
115b1e6e5ab031bd,194 1034,5
115c783cb61fe6ea,13 405 896 1092,9
115de34ec6b2316c,156 586,5
115e45aed039a23a,121 955,1
115fe1cd545bfbf4,189 436,1
1160c2640ec436d9,147 322 612 671 780,8
1160c924f378dcd6,194 671 1059,6
116128fc92fa3ec9,121 1059,4
116171579b29c723,13 552,9
1161ba7b62529385,147 813 896,7
1161d8564e1750f4,189 378 668 1062,8
1161dbb00016aad2,738 1033 1046,4
1162701b66aa846c,156 813 1012,0
11631767b74323c1,161 734,7
116335c2ba59a846,813 966,7
11633c7fa139ef2d,833 369,9
11636e22a45afc6b,147 671 780 1034,5
1163a5455f2c4274,182 754,9
1163a87fe1b2730a,13 552,4
1163d917805b287c,189 494 522 830 1099,8
11652624eef3f9f2,1099 369,2
1165371a173ca318,147 477 552,0
1165e02531758026,256 582 1023,8
11667bb14b179064,147 410 796,3
116914b8ccca23ba,51 1009 1033 1092,3
11691a85a677bb9f,79 420,9
11694af4e4a4269c,147 742 813 1092,0
116950eb14e617ef,51 393 477 671 1062,8
11697a6044e5648e,70 418 941 1038,7
116a8309df97c826,121 703 961,8
116d0d5240b8aa33,663,4
116ddcfbf75176f6,313 962,5
116e07f2810a5614,121 477 791 886,3
116e92e4ffe8de4b,189 602 940 1046,9
116f312b0c7cc234,156 488 813 949 993 1046,5
116f6b38afbb3ba7,79 487,0
116f87c9b2f6da7d,13 978,4
117059cb175cf23a,156 733 813,4
1170e1d40039b634,231 1039,0
1171b15ad68ca969,231 627 813 1022,0
1171c9d3941f67b7,189 1032,8
1171e431092702df,147 665,5
117293e5f8a0c84b,149 1039,2
11738dd7612aac21,51 776 813 1014 1093,1
1173b69decedbd45,615 813 896,9
1173c91decc910e7,147 800,6
1173ef23f9469144,13 405 896 1092,1
11741a94857f987e,13 655 671 780,9
117545084acb55f9,754,6
11756757cd082be,147 501 931 1046,0
1175988bf0821fb,728 977,4
1176daccece09b49,13 671 716,7
1177247433b5b64f,121 955,1
11783eefe40b075f,156 542 813 949,4
1178c36f22819170,160 257 1061,8
11798c3539f2eef3,253 552,5
1179c58f3f8d49b0,188 535,3
1179f6a3426bfd3e,121 955,8
117adfcc804ba9f5,819,2
117b0e2c3c5b81a4,111 896 1092,7
117b2e0b1c4cb91c,121 420 872,0
117b5f37c49b22d9,147 671 780 1034,9
117b6540b3d81c22,180 750 813,3
117c562c840692bb,259 466,3
117cacb2120c6406,147 485 570 813 1092,8
117cba55d8a43548,188 671 1035,9
117ecc07e6036552,121 962,0
117ee773d6ae9f2e,360 821,8
117ff0232f1bcb9c,189 378 628,0
11803086bf43830e,231 420 615 813 1092,5
11809817b42f476b,121 819,0
1180ce174d0ac2a0,111 650 726,7
11832a3d4429b603,29 826 1002 1015,7
1183634a60eba78c,13 776 813 894 1092,6
1183bf39967cc5eb,714 369,6
1183c32231a1f8ed,79 624 1059,8
11840179a9cdf2c4,813,9
11847e1da395c42e,51 339 813,7
11849d839d6daa26,60 600 637,5
11849f7de07ea000,304 954,6
118504f6c870acdb,332 813 835 949,5
1185ce199419ff00,51 573 776 931 1046 1092,9
118647bb47352602,65 434,0
1186d2d97d30e6bf,628 369,3
1186f5ffe60e0a3b,79 612 671,5
1187934f1ea4be8b,184 835 884,7
1187c8af46c7670f,723,0
1187e5ba9634eb2b,189 462 733 744 993 1084,4
11883b5a6c2506c9,1 835 962,1
11884e2be9dd8d1c,35 962,7
118869b127e54529,156 813,9
1188b91981e94ac,184 438,7
1188e7d9969a4d89,147 978,1
11891641dcc1de88,161 489,6
118ab51468777545,121 809 1092,5
118ad1261e17b93b,156 738 950 1046,0
118b368ab6b75dd8,147 950,6
118b42baac8fa942,79 744 890,5
118b70aee6cb21b1,189 306 813 949,0
118bbc8edc358ca6,194 1034,6
118c240ba26f271b,189 485 603 835,3
